name,images,type,capacity,bathroom,bedroom,bed,desc,price,reivew_count,rating
Sam's Cottage,https://a0.muscache.com/im/pictures/b473db26-6e56-415b-8dfc-c8af34ce7b11.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad}",145,16,99
Contemporary Cabin Updated in 2016 - near downtown,https://a0.muscache.com/im/pictures/079ddbbe-7ae4-4681-b2fe-caa529ed87ec.jpg?aki_policy=large,Entire home/apt,7,2.0,3,4,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",199,23,99
"3 bed 2 bath.1 queen, 1full, 2twin",https://a0.muscache.com/im/pictures/7c60171c-94f6-40cd-9f6a-689dec0ce358.jpg?aki_policy=large,Entire home/apt,6,2.0,3,4,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Gym,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",112,0,94
Urban Farm Studio ~ Close to Everything!,https://a0.muscache.com/im/pictures/12072f6c-877b-4bf7-87ea-4f3052b3a602.jpg?aki_policy=large,Entire home/apt,4,1.0,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",89,39,99
Never Ending Weekend,https://a0.muscache.com/im/pictures/7f9aef36-5be9-46d9-9973-8b94f8af71f4.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Well-lit path to entrance""}",95,54,99
1/4 mile from Downtown Renovated Bungalow!,https://a0.muscache.com/im/pictures/74546e39-27df-49d4-a68c-162b17cf0c45.jpg?aki_policy=large,Entire home/apt,4,1.5,2,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Long term stays allowed""}",82,8,100
Bluebird Sanctuary,https://a0.muscache.com/im/pictures/13c49f31-d27c-4495-9fe6-8ca6f2ee6e2c.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Garden or backyard"",Other}",170,10,99
Downtown Loft with Balcony,https://a0.muscache.com/im/pictures/1a5a8701-cf8c-455b-8793-6e77cbb72d9a.jpg?aki_policy=large,Entire home/apt,4,1.0,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",""Bedroom comforts"",""Bathroom essentials""}",172,109,99
The Red Private Suite + Den and Bathroom Montford,https://a0.muscache.com/im/pictures/b9deb660-0955-464b-b338-360917e52d84.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Coffee maker""}",55,48,93
"Beautiful Quiet Home,  Close to Parkway or Town",https://a0.muscache.com/im/pictures/335a3bae-a32f-44a6-afba-8d35ff3ae2e9.jpg?aki_policy=large,Private room,1,1.0,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",52,16,96
In the Heart of West Asheville,https://a0.muscache.com/im/pictures/28729a5d-3042-4c4b-ae94-cc681d32f9ef.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hot water"",""Patio or balcony""}",80,19,95
2 BR Home Walking Distance to Biltmore Village,https://a0.muscache.com/im/pictures/fd72066b-9aaa-442c-ab1d-b7bcefe63435.jpg?aki_policy=large,Entire home/apt,4,1.0,2,2,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",125,0,97
"Sparkling Clean, Easy Access to Downtown & Hiking",https://a0.muscache.com/im/pictures/71238a67-3288-4fbd-8833-9b11a269dfec.jpg?aki_policy=large,Entire home/apt,8,2.0,3,4,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Outlet covers"",Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",150,28,98
Mama Dee's Hide Away,https://a0.muscache.com/im/pictures/de092deb-6024-4e8b-83bc-b2a08304c001.jpg?aki_policy=large,Entire home/apt,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Ground floor access"",""No stairs or steps to enter"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter""}",160,0,100
Tropical Oasis in West Asheville,https://a0.muscache.com/im/pictures/8f0c709e-aa51-42cb-8e7f-8b6d2cb231d1.jpg?aki_policy=large,Private room,3,1.0,1,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Other}",55,0,97
The Sage Private Suite+Den and Bathroom Montford,https://a0.muscache.com/im/pictures/4fecc15b-c022-4f64-82ac-84f8297c3e1e.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Internet,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Coffee maker""}",55,52,95
5* STEAMPUNK SUITE@UTOPIA ~ POOL ~ HOT-TUB,https://a0.muscache.com/im/pictures/674d9f9a-27ab-4bcd-a89f-319a5960b494.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway"",""Handheld shower head"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials"",""Fixed grab bars for shower""}",79,88,99
Tree House Studio,https://a0.muscache.com/im/pictures/80d110f4-f6f5-4ce8-935f-804b252d33af.jpg?aki_policy=large,Entire home/apt,2,1.0,0,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}",75,38,97
"Spacious Apt w/Deck, Quiet, Private, Walk Downtown",https://a0.muscache.com/im/pictures/00821303-dc42-41ec-942b-b8b8f2335606.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}",127,29,100
ZenMtn Treehouse (Lower Level)NO Cleaning Fee,https://a0.muscache.com/im/pictures/528a7093-9c95-43d1-8067-8c6755febd54.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Internet,Wifi,""Air conditioning"",""Free parking on premises"",""Smoking allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony""}",89,29,100
Simple but Sweet Cottage House,https://a0.muscache.com/im/pictures/f4173b0a-2288-4b41-9cd5-1b78768fa74e.jpg?aki_policy=large,Entire home/apt,6,1.0,3,3,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Well-lit path to entrance"",""No stairs or steps to enter"",Other}",155,28,99
Modern  Loft  in the center of West Asheville,https://a0.muscache.com/im/pictures/c958f0b1-534d-41d0-a97a-42d0b6500898.jpg?aki_policy=large,Entire home/apt,4,1.0,1,1,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Well-lit path to entrance""}",79,43,96
Mountain Views in the heart of West Asheville,https://a0.muscache.com/im/pictures/c101e3fa-04c5-4590-a4a1-56bc44406321.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",""Pets live on this property"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""Patio or balcony"",""Garden or backyard""}",115,26,98
"Spacious, Garden Suite w/ Private Porch",https://a0.muscache.com/im/pictures/e4d6ea21-a04a-43ca-a9e7-9ff31bd8251a.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""Patio or balcony"",""Garden or backyard""}",85,21,97
Master bedroom in a quiet neighborhood,https://a0.muscache.com/im/pictures/00ada4f9-3bf1-454e-8cb5-4310ed334bd1.jpg?aki_policy=large,Private room,3,1.5,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",60,27,99
